FIPSCode,QA3a,QA3b,Registration,,,
3116100000,3592,439,4031,,,
3116300000,2012,50,2062,,,
3116500000,881,46,927,,,
3116700000,3455,269,3724,,,
3116900000,3563,290,3853,,,
3117100000,478,52,530,,,
3117300000,3903,664,4567,,,
3117500000,2773,221,2994,,,
3117700000,12985,1060,14045,,,
3117900000,4661,539,5200,,,
3118100000,2323,160,2483,,,
3118300000,613,43,656,,,
3118500000,8958,1264,10222,,,
3200100000,12236,1640,13876,,,
3200300000,822922,203670,1026592,,,
3200500000,29253,4417,33670,,,
3200700000,18458,3928,22386,,,
3200900000,545,11,556,,,
3201100000,881,60,941,,,
3201300000,6340,877,7217,,,
3201500000,2438,285,2723,,,
3201700000,2695,284,2979,,,
3201900000,30020,1724,31744,,,
3202100000,2738,114,2852,,,
3202300000,23805,2896,26701,,,
3202700000,2292,164,2456,,,
3202900000,2436,334,2770,,,
3203100000,225345,41936,267281,,,
3203300000,4425,65,4490,,,
3251000000,25222,1881,27103,,,
3300101060,4147,0,4147,,,
3300103220,3106,0,3106,,,
3300104740,4591,0,4591,,,
3300110660,822,0,822,,,
3300128740,5876,0,5876,,,
3300128980,2424,0,2424,,,
3300140181,1759,0,1759,,,
3300140182,1494,0,1494,,,
3300140183,1586,0,1586,,,
3300140184,1542,0,1542,,,
3300140185,1381,0,1381,,,
3300140186,2078,0,2078,,,
3300147140,5019,0,5019,,,
3300151540,1584,0,1584,,,
3300167300,2206,0,2206,,,
3300177060,2407,0,2407,,,
3300300420,501,0,501,,,
3300303700,2166,0,2166,,,
3300307940,493,0,493,,,
3300311780,238,0,238,,,
3300314660,6639,0,6639,,,
3300323380,331,0,331,,,
3300323620,973,0,973,,,
3300327700,1165,0,1165,,,
3300332500,133,0,133,,,
3300334500,40,0,40,,,
3300338260,828,0,828,,,
3300345060,1569,0,1569,,,
3300349380,3788,0,3788,,,
3300358740,2805,0,2805,,,
3300367780,1064,0,1064,,,
3300376100,1971,0,1971,,,
3300377620,1858,0,1858,,,
3300378180,3596,0,3596,,,
3300386420,5162,0,5162,,,
3300500820,1208,0,1208,,,
3300512260,2646,0,2646,,,
3300519140,1191,0,1191,,,
3300526500,1635,0,1635,,,
3300529220,482,0,482,,,
3300534420,772,0,772,,,
3300536660,2344,0,2344,,,
3300538500,3522,0,3522,,,
3300539301,3672,0,3672,,,
3300539302,3449,0,3449,,,
3300539303,2633,0,2633,,,
3300539304,3225,0,3225,,,
3300539305,3308,0,3308,,,
3300545460,1441,0,1441,,,
3300545700,502,0,502,,,
3300550580,518,0,518,,,
3300564420,815,0,815,,,
3300564580,4120,0,4120,,,
3300565700,166,0,166,,,
3300573700,882,0,882,,,
3300574900,437,0,437,,,
3300575300,574,0,574,,,
3300575700,4525,0,4525,,,
3300577380,1311,0,1311,,,
3300578420,2576,0,2576,,,
3300582660,1249,0,1249,,,
3300585540,2532,0,2532,,,
3300702420,0,0,0,,,
3300704100,0,0,0,,,
3300704260,0,0,0,,,
3300705140,5027,0,5027,,,
3300708420,4,0,4,,,
3300710100,613,0,613,,,
3300711220,0,0,0,,,
3300713220,217,0,217,,,
3300713780,1343,0,1343,,,
3300713940,394,0,394,,,
3300716100,0,0,0,,,
3300716660,0,0,0,,,
3300716820,602,0,602,,,
3300718340,0,0,0,,,
3300718420,8,0,8,,,
3300719300,211,0,211,,,
3300725140,226,0,226,,,
3300725180,0,0,0,,,
3300730260,1913,0,1913,,,
3300731780,1,0,1,,,
3300732420,0,0,0,,,
3300738820,662,0,662,,,
3300739940,0,0,0,,,
3300740420,2046,0,2046,,,
3300743620,0,0,0,,,
3300746020,0,0,0,,,
3300747860,892,0,892,,,
3300748260,21,0,21,,,
3300756100,1192,0,1192,,,
3300757860,0,0,0,,,
3300761620,7,0,7,,,
3300761780,617,0,617,,,
3300763860,248,0,248,,,
3300767860,0,0,0,,,
3300768500,0,0,0,,,
3300768980,310,0,310,,,
3300773060,322,0,322,,,
3300773380,491,0,491,,,
3300774180,347,0,347,,,
3300774500,0,0,0,,,
3300776580,0,0,0,,,
3300780740,21,0,21,,,
3300784420,1414,0,1414,,,
3300900580,1059,0,1059,,,
3300902020,1434,0,1434,,,
3300903940,604,0,604,,,
3300905060,225,0,225,,,
3300905460,1775,0,1775,,,
3300907540,875,0,875,,,
3300907700,2010,0,2010,,,
3300908660,2532,0,2532,,,
3300908980,2390,0,2390,,,
3300918740,270,0,270,,,
3300922020,216,0,216,,,
3300923860,58,0,58,,,
3300924340,2945,0,2945,,,
3300927300,895,0,895,,,
3300930820,958,0,958,,,
3300932180,358,0,358,,,
3300933860,9330,0,9330,,,
3300934820,2534,0,2534,,,
3300935220,423,0,423,,,
3300936900,1552,0,1552,,,
3300940660,261,0,261,,,
3300941301,3195,0,3195,,,
3300941302,3015,0,3015,,,
3300941303,2592,0,2592,,,
3300941860,1039,0,1039,,,
3300942020,984,0,984,,,
3300942580,3726,0,3726,,,
3300942820,0,0,0,,,
3300944100,391,0,391,,,
3300944260,1339,0,1339,,,
3300948980,577,0,577,,,
3300958340,217,0,217,,,
3300958500,809,0,809,,,
3300961060,446,0,446,,,
3300962660,5484,0,5484,,,
3300965940,1029,0,1029,,,
3300974740,470,0,470,,,
3300976740,1776,0,1776,,,
3300978740,536,0,536,,,
3300979380,288,0,288,,,
3300980500,642,0,642,,,
3300987060,925,0,925,,,
3301101300,8395,0,8395,,,
3301101700,1854,0,1854,,,
3301104500,15316,0,15316,,,
3301104900,987,0,987,,,
3301108100,3630,0,3630,,,
3301117780,1277,0,1277,,,
3301127140,1076,0,1076,,,
3301129860,11338,0,11338,,,
3301131540,1125,0,1125,,,
3301131940,1160,0,1160,,,
3301133700,1277,0,1277,,,
3301136180,3471,0,3471,,,
3301137140,5943,0,5943,,,
3301137940,15996,0,15996,,,
3301142260,5826,0,5826,,,
3301144580,1205,0,1205,,,
3301145141,6008,0,6008,,,
3301145142,5306,0,5306,,,
3301145143,3427,0,3427,,,
3301145144,3883,0,3883,,,
3301145145,3236,0,3236,,,
3301145146,5299,0,5299,,,
3301145147,4114,0,4114,,,
3301145148,5436,0,5436,,,
3301145149,4580,0,4580,,,
3301145150,4611,0,4611,,,
3301145151,3585,0,3585,,,
3301145152,4630,0,4630,,,
3301146260,973,0,973,,,
3301147540,18258,0,18258,,,
3301148020,9865,0,9865,,,
3301149140,1809,0,1809,,,
3301150261,6315,0,6315,,,
3301150262,5908,0,5908,,,
3301150263,5173,0,5173,,,
3301150264,3992,0,3992,,,
3301150265,6275,0,6275,,,
3301150266,5227,0,5227,,,
3301150267,5098,0,5098,,,
3301150268,6080,0,6080,,,
3301150269,6220,0,6220,,,
3301150740,3850,0,3850,,,
3301151940,3302,0,3302,,,
3301159940,9077,0,9077,,,
3301160580,4890,0,4890,,,
3301168820,299,0,299,,,
3301176260,973,0,973,,,
3301179780,5978,0,5978,,,
3301185220,2728,0,2728,,,
3301185940,122,0,122,,,
3301300660,2749,0,2749,,,
3301301460,1695,0,1695,,,
3301306260,2380,0,2380,,,
3301306500,6038,0,6038,,,
3301306980,1130,0,1130,,,
3301309860,1827,0,1827,,,
3301312420,1837,0,1837,,,
3301314201,3024,0,3024,,,
3301314202,2550,0,2550,,,
3301314203,1943,0,1943,,,
3301314204,2689,0,2689,,,
3301314205,3261,0,3261,,,
3301314206,2609,0,2609,,,
3301314207,3185,0,3185,,,
3301314208,2507,0,2507,,,
3301314209,2506,0,2506,,,
3301314210,3337,0,3337,,,
3301316980,785,0,785,,,
3301319460,2035,0,2035,,,
3301324900,3228,0,3228,,,
3301327381,1675,0,1675,,,
3301327382,1327,0,1327,,,
3301327383,1695,0,1695,,,
3301335540,3239,0,3239,,,
3301335860,725,0,725,,,
3301337300,9089,0,9089,,,
3301337540,4586,0,4586,,,
3301343380,3717,0,3717,,,
3301350900,1633,0,1633,,,
3301352100,3645,0,3645,,,
3301354260,2967,0,2967,,,
3301360020,4868,0,4868,,,
3301361940,2454,0,2454,,,
3301366980,1009,0,1009,,,
3301375460,1424,0,1424,,,
3301378580,2031,0,2031,,,
3301380020,1267,0,1267,,,
3301384900,997,0,997,,,
3301502340,5395,0,5395,,,
3301502820,3848,0,3848,,,
3301507220,2910,0,2910,,,
3301509300,2988,0,2988,,,
3301512100,3353,0,3353,,,
3301517140,2974,0,2974,,,
3301517460,3285,0,3285,,,
3301517940,20420,0,20420,,,
3301521380,1696,0,1696,,,
3301524660,4558,0,4558,,,
3301525380,11247,0,11247,,,
3301527940,3181,0,3181,,,
3301531700,2837,0,2837,,,
3301532900,5937,0,5937,,,
3301533060,12304,0,12304,,,
3301533460,1867,0,1867,,,
3301539780,1698,0,1698,,,
3301540100,4008,0,4008,,,
3301543220,16129,0,16129,,,
3301550980,933,0,933,,,
3301551380,1213,0,1213,,,
3301551620,666,0,666,,,
3301552340,7023,0,7023,,,
3301552900,3166,0,3166,,,
3301554580,3705,0,3705,,,
3301556820,3072,0,3072,,,
3301557460,3449,0,3449,,,
3301562500,5116,0,5116,,,
3301562901,3371,0,3371,,,
3301562902,3654,0,3654,,,
3301562903,3040,0,3040,,,
3301562904,2707,0,2707,,,
3301562905,3360,0,3360,,,
3301564020,6535,0,6535,,,
3301566180,4724,0,4724,,,
3301566660,19653,0,19653,,,
3301567620,3786,0,3786,,,
3301568260,5522,0,5522,,,
3301571140,640,0,640,,,
3301574340,5813,0,5813,,,
3301585780,10291,0,10291,,,
3301703460,6103,0,6103,,,
3301718821,3657,0,3657,,,
3301718822,3611,0,3611,,,
3301718823,4194,0,4194,,,
3301718824,3785,0,3785,,,
3301718825,2941,0,2941,,,
3301718826,2813,0,2813,,,
3301719700,10900,0,10900,,,
3301726020,3907,0,3907,,,
3301741460,3134,0,3134,,,
3301744820,1465,0,1465,,,
3301747700,1141,0,1141,,,
3301748660,2933,0,2933,,,
3301751220,1951,0,1951,,,
3301765141,3136,0,3136,,,
3301765142,3187,0,3187,,,
3301765143,3151,0,3151,,,
3301765144,2870,0,2870,,,
3301765145,3023,0,3023,,,
3301765146,2732,0,2732,,,
3301765540,1921,0,1921,,,
3301769941,1722,0,1722,,,
3301769942,1419,0,1419,,,
3301769943,1366,0,1366,,,
3301769944,1378,0,1378,,,
3301769945,1062,0,1062,,,
3301773860,3130,0,3130,,,
3301900260,682,0,682,,,
3301911380,2929,0,2929,,,
3301912901,1814,0,1814,,,
3301912902,2391,0,2391,,,
3301912903,2055,0,2055,,,
3301915060,1223,0,1223,,,
3301916340,514,0,514,,,
3301930500,547,0,547,,,
3301931220,2531,0,2531,,,
3301940900,445,0,445,,,
3301941700,809,0,809,,,
3301952580,3679,0,3679,,,
3301962340,1547,0,1547,,,
3301972740,951,0,951,,,
3301975060,2465,0,2465,,,
3301977940,1014,0,1014,,,
3301978980,736,0,736,,,
3400100000,153751,20746,174497,,,
3400300000,511728,45517,557245,,,
3400500000,273459,14558,288017,,,
3400700000,312910,24985,337895,,,
3400900000,62520,5705,68225,,,
3401100000,79371,14558,93929,,,
3401300000,402288,111677,513965,,,
3401500000,184280,13676,197956,,,
3401700000,269567,47871,317438,,,
3401900000,84882,3732,88614,,,
3402100000,199334,32347,231681,,,
3402300000,423869,72660,496529,,,
3402500000,399008,23797,422805,,,
3402700000,304845,18889,323734,,,
3402900000,354748,32572,387320,,,
3403100000,259938,33048,292986,,,
3403300000,39917,2862,42779,,,
3403500000,193974,27830,221804,,,
3403700000,91709,10545,102254,,,
3403900000,278311,42981,321292,,,
3404100000,62785,8731,71516,,,
3500100000,328912,108255,437167,,,
3500300000,2522,626,3148,,,
3500500000,26852,1653,28505,,,
3500600000,12519,2462,14981,,,
3500700000,7547,1958,9505,,,
3500900000,17949,5731,23680,,,
3501100000,1232,222,1454,,,
3501300000,82272,33497,115769,,,
3501500000,24962,6932,31894,,,
3501700000,19177,2206,21383,,,
3501900000,3287,271,3558,,,
3502100000,724,51,775,,,
3502300000,2705,618,3323,,,
3502500000,26931,4930,31861,,,
3502700000,11424,3064,14488,,,
3502800000,11324,2562,13886,,,
3502900000,9295,3475,12770,,,
3503100000,35859,4085,39944,,,
3503300000,3439,639,4078,,,
3503500000,24712,9632,34344,,,
3503700000,5252,840,6092,,,
3503900000,23406,2589,25995,,,
3504100000,7952,2495,10447,,,
3504300000,74112,14792,88904,,,
3504500000,58515,15861,74376,,,
3504700000,17827,4424,22251,,,
3504900000,78055,23998,102053,,,
3505100000,5801,2370,8171,,,
3505300000,9888,2470,12358,,,
3505500000,21720,3492,25212,,,
3505700000,8321,1988,10309,,,
3505900000,2103,607,2710,,,
3506100000,36014,7918,43932,,,
3600100000,174161,25888,200049,,,
3600300000,23982,2392,26374,,,
3600500000,641376,83200,724576,,,
3600700000,109658,15647,125305,,,
3600900000,44201,5160,49361,,,
3601100000,44826,6726,51552,,,
3601300000,76239,9630,85869,,,
3601500000,49621,5554,55175,,,
3601700000,27881,3098,30979,,,
3601900000,44747,5858,50605,,,
3602100000,40155,3411,43566,,,
3602300000,26692,4745,31437,,,
3602500000,25966,2940,28906,,,
3602700000,167373,20383,187756,,,
3602900000,575698,41142,616840,,,
3603100000,24070,2822,26892,,,
3603300000,24779,2772,27551,,,
3603500000,30957,1142,32099,,,
3603700000,35208,2201,37409,,,
3603900000,28667,3199,31866,,,
3604100000,4254,630,4884,,,
3604300000,37150,3321,40471,,,
3604500000,55321,9087,64408,,,
3604700000,1301079,112280,1413359,,,
3604900000,16842,373,17215,,,
3605100000,36420,3662,40082,,,
3605300000,39457,4178,43635,,,
3605500000,439562,28022,467584,,,
3605700000,26936,3274,30210,,,
3605900000,945157,27254,972411,,,
3606100000,920487,129018,1049505,,,
3606300000,126305,13375,139680,,,
3606500000,123382,12082,135464,,,
3606700000,276003,27640,303643,,,
3606900000,66239,5161,71400,,,
3607100000,204969,18521,223490,,,
3607300000,22280,2100,24380,,,
3607500000,68709,6693,75402,,,
3607700000,32502,3901,36403,,,
3607900000,59714,4859,64573,,,
3608100000,1031849,68355,1100204,,,
3608300000,93825,9140,102965,,,
3608500000,265209,15509,280718,,,
3608700000,178372,13080,191452,,,
3608900000,57200,5639,62839,,,
3609100000,142758,20667,163425,,,
3609300000,89554,9176,98730,,,
3609500000,17654,2722,20376,,,
3609700000,11416,1269,12685,,,
3609900000,18832,1282,20114,,,
3610100000,55923,4389,60312,,,
3610300000,903100,69325,972425,,,
3610500000,44960,6018,50978,,,
3610700000,29815,3099,32914,,,
3610900000,49703,10188,59891,,,
3611100000,108356,7543,115899,,,
3611300000,39948,5323,45271,,,
3611500000,33275,3545,36820,,,
3611700000,53350,3735,57085,,,
3611900000,546752,51922,598674,,,
3612100000,23184,1735,24919,,,
3612300000,13374,1136,14510,,,
3700100000,85831,9480,95311,,,
3700300000,22484,1708,24192,,,
3700500000,6727,520,7247,,,
3700700000,16114,1206,17320,,,
3700900000,17022,1576,18598,,,
3701100000,10364,1806,12170,,,
3701300000,30121,2625,32746,,,
3701500000,13579,847,14426,,,
3701700000,21336,1434,22770,,,
3701900000,77647,8492,86139,,,
3702100000,157444,29474,186918,,,
3702300000,52952,4828,57780,,,
3702500000,110278,11706,121984,,,
3702700000,49326,4281,53607,,,
3702900000,6675,743,7418,,,
3703100000,45546,5432,50978,,,
3703300000,14402,1113,15515,,,
3703500000,91655,10386,102041,,,
3703700000,44073,3286,47359,,,
3703900000,19879,2040,21919,,,
3704100000,9480,1063,10543,,,
3704300000,8106,835,8941,,,
3704500000,54771,7313,62084,,,
3704700000,33550,3633,37183,,,
3704900000,55972,13650,69622,,,
3705100000,175617,29105,204722,,,
3705300000,15838,1869,17707,,,
3705500000,25200,2839,28039,,,
3705700000,94497,9768,104265,,,
3705900000,26676,1932,28608,,,
3706100000,26919,2510,29429,,,
3706300000,180063,29850,209913,,,
3706500000,36813,2249,39062,,,
3706700000,221652,25077,246729,,,
3706900000,37680,3044,40724,,,
3707100000,119790,14602,134392,,,
3707300000,7668,753,8421,,,
3707500000,6060,610,6670,,,
3707700000,33844,3112,36956,,,
3707900000,10478,815,11293,,,
3708100000,315609,41659,357268,,,
3708300000,34481,3636,38117,,,
3708500000,60606,9296,69902,,,
3708700000,38033,4357,42390,,,
3708900000,71941,6668,78609,,,
3709100000,13953,1031,14984,,,
3709300000,25684,4741,30425,,,
3709500000,3380,110,3490,,,
3709700000,100641,11183,111824,,,
3709900000,22758,3985,26743,,,
3710100000,101711,10070,111781,,,
3710300000,6602,875,7477,,,
3710500000,30878,3576,34454,,,
3710700000,35722,3473,39195,,,
3710900000,47326,5240,52566,,,
3711100000,25569,2849,28418,,,
3711300000,22461,2619,25080,,,
3711500000,14828,1679,16507,,,
3711700000,16168,1314,17482,,,
3711900000,586618,96450,683068,,,
3712100000,10200,1439,11639,,,
3712300000,14800,1270,16070,,,
3712500000,58455,5615,64070,,,
3712700000,60788,6383,67171,,,
3712900000,135407,23797,159204,,,
3713100000,13599,1753,15352,,,
3713300000,79031,17893,96924,,,
3713500000,95960,13243,109203,,,
3713700000,8847,678,9525,,,
3713900000,24545,3871,28416,,,
3714100000,33603,3599,37202,,,
3714300000,8948,986,9934,,,
3714500000,24104,1828,25932,,,
3714700000,102232,14330,116562,,,
3714900000,13993,1506,15499,,,
3715100000,79792,10472,90264,,,
3715300000,27377,3155,30532,,,
3715500000,65723,9197,74920,,,
3715700000,54196,5346,59542,,,
3715900000,83263,9101,92364,,,
3716100000,39955,3888,43843,,,
3716300000,34926,2775,37701,,,
3716500000,20355,2257,22612,,,
3716700000,36850,3029,39879,,,
3716900000,28470,2168,30638,,,
3717100000,40665,3379,44044,,,
3717300000,8782,1687,10469,,,
3717500000,22034,2412,24446,,,
3717700000,2303,182,2485,,,
3717900000,127998,14305,142303,,,
3718100000,27301,2713,30014,,,
3718300000,591424,79315,670739,,,
3718500000,12690,743,13433,,,
3718700000,8237,651,8888,,,
3718900000,37416,8333,45749,,,
3719100000,65736,8040,73776,,,
3719300000,38854,2981,41835,,,
3719500000,50793,4725,55518,,,
3719700000,22113,1798,23911,,,
3719900000,12755,1637,14392,,,
3800100000,,,0,,,
3800300000,,,0,,,
3800500000,,,0,,,
3800700000,,,0,,,
3800900000,,,0,,,
3801100000,,,0,,,
3801300000,,,0,,,
3801500000,,,0,,,
3801700000,,,0,,,
3801900000,,,0,,,
3802100000,,,0,,,
3802300000,,,0,,,
3802500000,,,0,,,
3802700000,,,0,,,
3802900000,,,0,,,
3803100000,,,0,,,
3803300000,,,0,,,
3803500000,,,0,,,
3803700000,,,0,,,
3803900000,,,0,,,
3804100000,,,0,,,
3804300000,,,0,,,
3804500000,,,0,,,
3804700000,,,0,,,
3804900000,,,0,,,
3805100000,,,0,,,
3805300000,,,0,,,
3805500000,,,0,,,
3805700000,,,0,,,
3805900000,,,0,,,
3806100000,,,0,,,
3806300000,,,0,,,
3806500000,,,0,,,
3806700000,,,0,,,
3806900000,,,0,,,
3807100000,,,0,,,
3807300000,,,0,,,
3807500000,,,0,,,
3807700000,,,0,,,
3807900000,,,0,,,
3808100000,,,0,,,
3808300000,,,0,,,
3808500000,,,0,,,
3808700000,,,0,,,
3808900000,,,0,,,
3809100000,,,0,,,
3809300000,,,0,,,
3809500000,,,0,,,
3809700000,,,0,,,
3809900000,,,0,,,
3810100000,,,0,,,
3810300000,,,0,,,
3810500000,,,0,,,
3900100000,13438,4100,17538,,,
3900300000,56006,10557,66563,,,
3900500000,29790,4546,34336,,,
3900700000,50044,11286,61330,,,
3900900000,30996,12738,43734,,,
3901100000,27551,4055,31606,,,
3901300000,37874,11557,49431,,,
3901500000,22479,4904,27383,,,
3901700000,199646,36615,236261,,,
3901900000,15273,2901,18174,,,
3902100000,21623,3882,25505,,,
3902300000,73810,14409,88219,,,
3902500000,117094,16702,133796,,,
3902700000,21631,4401,26032,,,
3902900000,54305,11246,65551,,,
3903100000,18723,3927,22650,,,
3903300000,23998,4306,28304,,,
3903500000,736146,149409,885555,,,
3903700000,29317,4487,33804,,,
3903900000,21643,3797,25440,,,
3904100000,109937,11236,121173,,,
3904300000,44449,8664,53113,,,
3904500000,82969,14899,97868,,,
3904700000,12891,3017,15908,,,
3904900000,624993,179122,804115,,,
3905100000,24636,4292,28928,,,
3905300000,15206,3762,18968,,,
3905500000,56325,7845,64170,,,
3905700000,92542,19323,111865,,,
3905900000,19963,3892,23855,,,
3906100000,459639,85484,545123,,,
3906300000,42555,7698,50253,,,
3906500000,15114,2851,17965,,,
3906700000,8452,1683,10135,,,
3906900000,16721,2599,19320,,,
3907100000,21334,4814,26148,,,
3907300000,15128,2915,18043,,,
3907500000,15268,2752,18020,,,
3907700000,29754,5741,35495,,,
3907900000,17068,4362,21430,,,
3908100000,39062,9240,48302,,,
3908300000,33259,6076,39335,,,
3908500000,132161,21551,153712,,,
3908700000,32828,15006,47834,,,
3908900000,93973,18383,112356,,,
3909100000,25289,5020,30309,,,
3909300000,162526,41192,203718,,,
3909500000,249725,62813,312538,,,
3909700000,19864,3939,23803,,,
3909900000,140544,26770,167314,,,
3910100000,32165,7420,39585,,,
3910300000,103345,19388,122733,,,
3910500000,12384,2804,15188,,,
3910700000,25408,3996,29404,,,
3910900000,60039,10816,70855,,,
3911100000,8257,1508,9765,,,
3911300000,301731,72366,374097,,,
3911500000,7363,1340,8703,,,
3911700000,19315,4814,24129,,,
3911900000,43777,9576,53353,,,
3912100000,6931,1316,8247,,,
3912300000,25214,4176,29390,,,
3912500000,10620,2218,12838,,,
3912700000,17874,4356,22230,,,
3912900000,27976,4837,32813,,,
3913100000,14019,4142,18161,,,
3913300000,87104,17833,104937,,,
3913500000,23288,4301,27589,,,
3913700000,20872,2625,23497,,,
3913900000,64809,24025,88834,,,
3914100000,34724,7852,42576,,,
3914300000,32907,6656,39563,,,
3914500000,36995,10058,47053,,,
3914700000,29268,5925,35193,,,
3914900000,26528,6374,32902,,,
3915100000,213146,37304,250450,,,
3915300000,291394,66171,357565,,,
3915500000,108565,36074,144639,,,
3915700000,49167,9658,58825,,,
3915900000,29422,4652,34074,,,
3916100000,16522,3418,19940,,,
3916300000,6704,1731,8435,,,
3916500000,124651,22323,146974,,,
3916700000,34155,7857,42012,,,
3916900000,66738,6221,72959,,,
3917100000,20647,4085,24732,,,
3917300000,72058,24206,96264,,,
3917500000,12562,2807,15369,,,
4000100000,8717,2953,11670,,,
4000300000,2485,458,2943,,,
4000500000,6182,1121,7303,,,
4000700000,2761,458,3219,,,
4000900000,8511,2063,10574,,,
4001100000,4621,704,5325,,,
4001300000,19026,4570,23596,,,
4001500000,10998,2306,13304,,,
4001700000,55525,10633,66158,,,
4001900000,23712,5410,29122,,,
4002100000,18541,4688,23229,,,
4002300000,6960,1783,8743,,,
4002500000,1421,274,1695,,,
4002700000,117109,27366,144475,,,
4002900000,3429,531,3960,,,
4003100000,39026,12443,51469,,,
4003300000,3095,586,3681,,,
4003500000,6504,1369,7873,,,
4003700000,30939,5815,36754,,,
4003900000,12676,2816,15492,,,
4004100000,17663,4359,22022,,,
4004300000,2525,334,2859,,,
4004500000,2200,320,2520,,,
4004700000,23757,4717,28474,,,
